Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,net2g,net3g,net4g,net5g,speed,year,status,dimensions,weight,build,sim,bodyother,displaytype,displaysize,displayresolution,displayprotection,os,chipset,cpu,gpu,memoryslot,internalmemory,cam1modules,cam1features,cam1video,cam2modules,cam2video,wlan,bluetooth,gps,nfc,radio,usb,sensors,featuresother,batdescription1,colors,models,sar-us,sar-eu,price,tbench,batlife2
https://www.gsmarena.com/samsung_galaxy_s25_edge-13506.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s25-edge.jpg,Samsung Galaxy S25 Edge,"Released 2025, May 29","163g, 5.8mm thickness","Android 15, One UI 7","256GB/512GB storage, no card slot","6.7""",1440x3120 pixels,12 GB RAM,3900 mAh 25W,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International","1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6 - International","HSPA, LTE (CA), 5G","2025, May 13","Available. Released 2025, May 29",158.2 x 75.6 x 5.8 mm (6.23 x 2.98 x 0.23 in),163 g (5.75 oz),"Glass front (Gorilla Glass Ceramic 2), titanium frame, glass back (Gorilla Glass Victus 2)",Nano-SIM + Nano-SIM ++ eSIM (max 2 at a time)Nano-SIM + eSIM + eSIM (max 2 at a time),IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO AMOLED 2X, 120Hz, 480Hz PWM, HDR10+","6.7 inches, 110.2 cm(~92.1% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~513 ppi density)",Corning Gorilla Glass Ceramic 2,"Android 15, One UI 7",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.47 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 12GB RAM","200 MP, f/1.7, 24mm (wide), 1/1.3"", 0.6µm, multi-directional PDAF, OIS","Best Face, LED flash, HDR, panorama","8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps","12 MP, f/2.2, 26mm (wide), 1/3.2"", 1.12µm, dual pixel PDAF","4K@30/60fps, 1080p@30/60fps","Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,Unspecified,USB Type-C 3.2,"Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass, barometer",Samsung DeX,Li-Ion 3900 mAh,"Titanium Icyblue, Titanium Silver, Titanium Jetblack","SM-S937U, SM-S937U1, SM-S937B, SM-S937B/DS, SM-S9370",1.21 W/kg (head)     1.23 W/kg (body),1.24 W/kg (head)     1.25 W/kg (body),,AnTuTu: 2147084 (v10),
https://www.gsmarena.com/samsung_galaxy_f56_5g-13855.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-f56-5g.jpg,Samsung Galaxy F56,"Released 2025, May 14","180g, 7.2mm thickness","Android 15, up to 6 major upgrades, One UI 7","128GB/256GB storage, no card slot","6.74""",1080x2340 pixels,8 GB RAM,5000 mAh 45W,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66","1, 3, 5, 8, 28, 40, 41, 78 SA/NSA/Sub6","HSPA, LTE, 5G","2025, May 07","Available. Released 2025, May 14",162 x 77.3 x 7.2 mm (6.38 x 3.04 x 0.28 in),180 g (6.35 oz),"Glass front (Gorilla Glass Victus+), plastic frame, glass back (Gorilla Glass Victus+)",Nano-SIM + Nano-SIM,"Super AMOLED+, 120Hz","6.74 inches, 111.5 cm(~89.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~382 ppi density)",Corning Gorilla Glass Victus+,"Android 15, up to 6 major Android upgrades, One UI 7",Exynos 1480 (4 nm),Octa-core (4x2.75 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Xclipse 530,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 3.1,"50 MP, f/1.8, (wide), PDAF, OIS","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS, 10-bit HDR","12 MP, f/2.2, (wide)",HDR,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE","GPS, GALILEO, GLONASS, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",5000 mAh,"Green, Violet","SM-E566B, SM-E566B/DS",0.71 W/kg (head),About 270 EUR
https://www.gsmarena.com/samsung_galaxy_m56_5g-13801.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m56-5g.jpg,Samsung Galaxy M56,"Released 2025, April 17","180g, 7.2mm thickness","Android 15, up to 6 major upgrades, One UI 7","128GB/256GB storage, no card slot","6.74""",1080x2340 pixels,8 GB RAM,5000 mAh 45W,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66","1, 3, 5, 8, 28, 40, 41, 78 SA/NSA/Sub6","HSPA, LTE, 5G","2025, April 17","Available. Released 2025, April 17",162 x 77.3 x 7.2 mm (6.38 x 3.04 x 0.28 in),180 g (6.35 oz),"Glass front (Gorilla Glass Victus+), plastic frame, glass back (Gorilla Glass Victus+)",Nano-SIM + Nano-SIM,"Super AMOLED+, 120Hz","6.74 inches, 111.5 cm(~89.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~382 ppi density)",Corning Gorilla Glass Victus+,"Android 15, up to 6 major Android upgrades, One UI 7",Exynos 1480 (4 nm),Octa-core (4x2.75 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Xclipse 530,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 3.1,"50 MP, f/1.8, (wide), PDAF, OIS","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS, 10-bit HDR","12 MP, f/2.2, (wide)",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE","GPS, GALILEO, GLONASS, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",5000 mAh,"Black, Light Green","SM-M566B, SM-M566B/DS",0.71 W/kg (head),
https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover7-pro-1.jpg,Samsung Galaxy XCover7 Pro,"Released 2025, May 07","240g, 10.2mm thickness","Android 15, One UI 7","128GB storage, microSDXC","6.6""",1080x2408 pixels,6 GB RAM,4350 mAh 15W,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 40, 41, 66, 68","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA","HSPA, LTE, 5G","2025, April 14","Available. Released 2025, May 07",168.6 x 79.9 x 10.2 mm (6.64 x 3.15 x 0.40 in),240 g (8.47 oz),Nano-SIM +Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"PLS LCD, 120Hz","6.6 inches, 104.9 cm(~77.9% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",Corning Gorilla Glass Victus+,"Android 15, One UI 7",Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm),Octa-core (1x2.5 GHz Cortex-A720 & 3x2.4 GHz Cortex-A720 & 4x1.8 GHz Cortex-A520),Adreno 710 (940 MHz),microSDXC (dedicated slot),128GB 6GB RAM,"50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps","13 MP, f/2.2, (wide)",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct","5.4, A2DP, LE","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C 3.2, charging connector pins","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Samsung DeX,"Li-Po 4350 mAh, removable",Black,"SM-G766B, SM-G766BU1, SM-G766B/DS",0.81 W/kg (head)     1.03 W/kg (body),
